age,job,marital,housing,loan,contact,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,output,high.ed,season
32,admin.,single,0,1,telephone,fri,180,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
32,technician,married,1,0,telephone,fri,562,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
31,management,married,1,0,telephone,fri,422,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,blue-collar,single,0,1,telephone,fri,198,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
29,admin.,single,1,0,telephone,fri,17,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
46,self-employed,married,1,0,telephone,fri,174,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
55,unemployed,married,1,1,telephone,fri,95,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
45,admin.,divorced,1,0,telephone,fri,261,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
53,admin.,married,0,0,telephone,fri,122,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
29,services,single,1,0,telephone,fri,334,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
30,blue-collar,married,0,1,telephone,fri,49,8,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,services,married,1,1,telephone,fri,165,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
57,retired,married,1,0,telephone,fri,59,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
29,services,divorced,0,0,telephone,fri,103,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
49,housemaid,married,1,0,telephone,fri,190,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
27,blue-collar,single,1,1,telephone,fri,187,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
46,blue-collar,married,0,0,telephone,fri,286,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
28,blue-collar,married,0,0,telephone,fri,167,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,technician,married,0,0,telephone,fri,52,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
46,technician,married,0,1,telephone,fri,197,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
37,housemaid,married,1,0,telephone,fri,262,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
56,technician,married,0,1,telephone,fri,168,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
33,technician,married,0,0,telephone,fri,100,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
40,blue-collar,married,0,0,telephone,fri,48,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
33,technician,married,1,0,telephone,fri,350,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
39,management,married,1,0,telephone,fri,30,24,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,blue-collar,married,0,1,telephone,fri,213,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
44,technician,married,1,0,telephone,fri,371,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
43,blue-collar,married,0,0,telephone,fri,207,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
32,blue-collar,married,0,0,telephone,fri,24,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
41,blue-collar,married,0,0,telephone,fri,204,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
38,technician,married,0,0,telephone,fri,36,24,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
37,unemployed,married,0,0,telephone,fri,139,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
42,housemaid,single,0,0,telephone,fri,322,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,self-employed,married,0,0,telephone,fri,420,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
56,blue-collar,married,0,0,telephone,fri,143,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
38,blue-collar,married,0,0,telephone,fri,58,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
44,admin.,married,1,1,telephone,fri,545,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
37,technician,single,1,1,telephone,fri,190,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,admin.,married,1,0,telephone,fri,85,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
41,blue-collar,married,0,0,telephone,fri,1085,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0,summer
38,admin.,married,1,0,telephone,fri,514,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
27,student,single,0,0,telephone,fri,471,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
35,admin.,single,0,1,telephone,fri,159,9,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
39,management,married,1,0,telephone,fri,38,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,technician,married,0,0,telephone,fri,191,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
34,blue-collar,divorced,0,0,telephone,fri,10,23,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
53,admin.,divorced,0,0,telephone,fri,1330,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
45,admin.,married,0,0,telephone,fri,48,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,technician,single,0,0,telephone,fri,236,7,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
47,technician,married,1,0,telephone,fri,503,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
31,services,married,0,1,telephone,fri,108,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,management,married,0,0,telephone,fri,47,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
35,blue-collar,single,0,0,telephone,fri,319,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
37,blue-collar,single,1,0,telephone,fri,42,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
43,technician,single,1,0,telephone,fri,461,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
50,self-employed,married,1,0,telephone,fri,313,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,blue-collar,married,1,0,telephone,fri,86,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
38,management,married,0,0,telephone,fri,197,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
53,admin.,divorced,0,0,telephone,fri,80,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
28,admin.,married,0,0,telephone,fri,113,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
35,admin.,single,1,1,telephone,fri,613,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
41,blue-collar,married,0,0,telephone,fri,201,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
33,technician,married,0,0,telephone,fri,1271,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
37,admin.,married,0,0,telephone,fri,155,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
35,admin.,married,0,0,telephone,fri,466,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
31,unemployed,married,0,0,telephone,fri,298,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
51,technician,married,1,0,telephone,fri,119,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
51,admin.,married,1,0,telephone,fri,114,7,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
50,self-employed,married,1,0,telephone,fri,306,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
60,self-employed,married,0,0,telephone,fri,162,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
28,blue-collar,married,0,0,telephone,fri,419,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,entrepreneur,single,0,1,telephone,fri,85,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
52,self-employed,single,1,0,telephone,fri,73,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,admin.,single,0,0,telephone,fri,298,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
39,blue-collar,married,0,0,telephone,fri,250,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
47,admin.,married,0,0,telephone,fri,143,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
49,blue-collar,married,0,0,telephone,fri,151,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
56,admin.,married,1,0,telephone,fri,21,20,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
46,admin.,married,0,0,telephone,fri,354,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
53,blue-collar,divorced,0,0,telephone,fri,63,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
38,unemployed,married,0,0,telephone,fri,56,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,admin.,divorced,1,1,telephone,fri,354,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
33,blue-collar,married,0,0,telephone,fri,113,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,blue-collar,married,0,0,telephone,fri,176,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
54,technician,married,0,0,telephone,fri,431,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
47,retired,married,0,0,telephone,fri,63,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,blue-collar,married,0,1,telephone,fri,164,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
35,blue-collar,divorced,0,0,telephone,fri,81,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,unemployed,married,1,0,telephone,fri,136,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
31,services,married,1,0,telephone,fri,303,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
30,services,divorced,0,0,telephone,fri,158,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,blue-collar,married,0,0,telephone,fri,651,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,technician,married,1,0,telephone,fri,118,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
41,technician,married,0,1,telephone,fri,145,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
29,admin.,married,0,0,telephone,fri,39,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
50,entrepreneur,married,1,0,telephone,fri,82,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,admin.,married,0,0,telephone,fri,355,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
43,blue-collar,married,1,0,telephone,fri,151,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
31,technician,married,1,0,telephone,fri,59,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
35,technician,married,1,0,telephone,fri,34,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
49,blue-collar,married,0,0,telephone,fri,190,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
45,technician,married,0,0,telephone,fri,124,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
33,admin.,single,1,0,telephone,fri,342,10,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
41,blue-collar,married,0,0,telephone,fri,72,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
42,services,single,0,0,telephone,fri,207,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
41,technician,divorced,1,0,telephone,fri,128,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
43,management,married,1,1,telephone,fri,304,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,blue-collar,married,0,0,telephone,fri,42,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,technician,married,0,0,telephone,fri,27,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,blue-collar,single,0,1,telephone,fri,396,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
42,admin.,single,1,0,telephone,fri,520,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
38,admin.,single,1,0,telephone,fri,188,7,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
32,blue-collar,married,0,0,telephone,fri,93,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
43,admin.,divorced,0,0,telephone,fri,70,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
38,technician,married,1,0,telephone,fri,95,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
34,technician,single,0,0,telephone,fri,392,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
44,admin.,divorced,1,0,telephone,fri,25,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
48,self-employed,married,0,0,telephone,fri,246,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
34,technician,married,0,0,telephone,fri,94,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
35,technician,married,1,0,telephone,fri,197,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
25,blue-collar,single,1,0,telephone,fri,446,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
51,self-employed,married,0,0,telephone,fri,145,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
31,entrepreneur,married,1,0,telephone,fri,100,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
29,technician,married,0,1,telephone,fri,252,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
27,self-employed,single,0,1,telephone,fri,100,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
55,admin.,married,0,0,telephone,fri,1469,9,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0,summer
47,retired,married,0,1,telephone,fri,37,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
27,technician,single,0,0,telephone,fri,112,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
41,housemaid,married,0,0,telephone,fri,235,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
54,blue-collar,married,0,0,telephone,fri,28,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
29,technician,married,0,0,telephone,fri,145,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,blue-collar,married,0,0,telephone,fri,61,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
32,technician,married,0,0,telephone,fri,82,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
47,technician,single,0,0,telephone,fri,61,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
25,housemaid,married,0,0,telephone,fri,152,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,admin.,married,1,0,telephone,fri,606,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
34,technician,married,0,0,telephone,fri,288,12,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
33,blue-collar,married,1,0,telephone,fri,135,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
40,services,divorced,1,0,telephone,fri,685,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0,summer
37,entrepreneur,married,0,0,telephone,fri,50,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
37,unemployed,married,0,0,telephone,fri,119,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
52,blue-collar,married,1,0,telephone,fri,160,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,management,married,1,0,telephone,fri,23,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
43,blue-collar,divorced,0,1,telephone,fri,222,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
39,admin.,single,0,0,telephone,fri,122,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
30,admin.,married,0,0,telephone,fri,75,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
35,services,married,0,0,telephone,fri,103,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
39,management,married,1,1,telephone,fri,383,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
38,technician,single,1,0,telephone,fri,111,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,services,married,1,1,telephone,fri,26,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
42,services,married,1,0,telephone,fri,174,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
51,blue-collar,married,1,0,telephone,fri,183,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
36,blue-collar,single,1,0,telephone,fri,61,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
42,self-employed,married,1,0,telephone,fri,59,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
58,retired,married,0,0,telephone,fri,33,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
38,services,married,0,0,telephone,fri,31,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
25,admin.,married,1,0,telephone,fri,109,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
32,unemployed,divorced,0,1,telephone,fri,19,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
49,admin.,single,1,0,telephone,fri,68,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
46,entrepreneur,married,0,0,telephone,fri,243,7,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
42,entrepreneur,single,1,0,telephone,fri,491,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
59,blue-collar,married,1,0,telephone,fri,127,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,summer
32,housemaid,married,1,0,telephone,fri,1291,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,1,summer
29,self-employed,single,0,0,telephone,mon,221,10,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
45,blue-collar,married,1,0,telephone,mon,214,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
32,housemaid,single,1,1,telephone,mon,123,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
26,services,single,0,1,telephone,mon,74,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
47,entrepreneur,married,1,0,telephone,mon,82,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
29,admin.,single,1,0,telephone,mon,164,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
26,services,single,1,0,telephone,mon,256,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
46,blue-collar,married,0,0,telephone,mon,86,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
48,technician,married,1,0,telephone,mon,358,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
48,blue-collar,married,0,0,telephone,mon,349,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
33,self-employed,married,1,0,telephone,mon,107,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
31,blue-collar,married,1,1,telephone,mon,238,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
34,blue-collar,married,1,0,telephone,mon,38,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
25,services,single,0,0,telephone,mon,73,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
32,blue-collar,married,0,0,telephone,mon,78,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
52,self-employed,married,1,1,telephone,mon,106,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
45,housemaid,single,1,0,telephone,mon,113,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
36,self-employed,married,1,0,telephone,mon,529,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
38,admin.,divorced,1,0,telephone,mon,464,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
34,blue-collar,married,0,0,telephone,mon,61,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
38,blue-collar,single,1,0,telephone,mon,108,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
39,services,single,1,0,telephone,mon,332,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
51,services,married,1,0,telephone,mon,81,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
29,blue-collar,married,0,0,telephone,mon,181,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
50,blue-collar,single,0,0,telephone,mon,108,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
37,technician,married,0,0,telephone,mon,226,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
51,entrepreneur,divorced,0,0,telephone,mon,60,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
48,technician,married,1,0,telephone,mon,85,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
39,blue-collar,married,0,0,telephone,mon,202,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
37,admin.,single,1,0,telephone,mon,540,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
36,technician,married,1,0,telephone,mon,196,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
40,services,married,1,0,telephone,mon,52,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
47,management,married,0,1,telephone,mon,74,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
44,blue-collar,married,1,0,telephone,mon,299,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
26,technician,married,0,0,telephone,mon,123,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
33,admin.,married,0,1,telephone,mon,232,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
52,housemaid,married,1,0,telephone,mon,65,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
41,blue-collar,married,1,0,telephone,mon,157,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
45,admin.,married,1,0,telephone,mon,216,5,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
30,blue-collar,divorced,0,0,telephone,mon,79,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
33,technician,married,0,0,telephone,mon,220,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
33,management,married,0,0,telephone,mon,140,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
42,technician,divorced,1,0,telephone,mon,163,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
35,entrepreneur,divorced,1,0,telephone,mon,77,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
29,admin.,single,0,0,telephone,mon,1055,10,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,1,summer
56,retired,married,1,0,telephone,mon,772,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
38,admin.,married,1,0,telephone,mon,306,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
60,technician,married,1,0,telephone,mon,64,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
56,services,married,1,0,telephone,mon,139,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
39,self-employed,married,0,1,telephone,mon,72,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
40,services,married,0,0,telephone,mon,49,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
56,services,married,1,1,telephone,mon,287,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
30,blue-collar,single,0,1,telephone,mon,136,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
43,blue-collar,married,0,1,telephone,mon,119,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
39,admin.,married,0,1,telephone,mon,422,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
27,admin.,single,1,0,telephone,mon,114,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
43,technician,divorced,1,0,telephone,mon,99,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
37,technician,married,1,0,telephone,mon,218,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
25,services,married,1,0,telephone,mon,174,9,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
37,technician,married,0,1,telephone,mon,168,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
24,admin.,single,1,1,telephone,mon,233,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
59,retired,married,1,1,telephone,mon,322,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
32,technician,single,0,0,telephone,mon,443,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
40,technician,married,1,0,telephone,mon,217,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,summer
27,services,married,0,0,telephone,mon,257,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,summer
30,blue-collar,single,0,0,telephone,mon,882,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,summer
